Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.24753e-06	8.97798e-06	556916.0	2.23712e-06	8.93124e-06	559830.0
1010	2.45941e-06	9.83534e-06	508368.0	2.24189e-06	8.93582e-06	559543.0
2010	2.64493e-06	1.05769e-05	472725.0	2.49586e-06	1.00953e-05	495278.0
3010	2.5224e-06	1.00905e-05	495514.0	2.46957e-06	9.89887e-06	505106.0
4010	2.49438e-06	9.96309e-06	501850.0	2.25018e-06	8.9769e-06	556983.0
5010	2.32183e-06	9.28212e-06	538668.0	2.45247e-06	9.84694e-06	507770.0
6010	2.19239e-06	8.77826e-06	569587.0	2.44116e-06	9.83585e-06	508342.0
7010	2.2519e-06	8.99697e-06	555740.0	2.47364e-06	1.00742e-05	496314.0
8010	2.61375e-06	1.04493e-05	478499.0	2.85778e-06	1.13905e-05	438960.0
9010	2.25234e-06	9.01447e-06	554661.0	2.47036e-06	9.85187e-06	507515.0
10010	2.54879e-06	1.01828e-05	491019.0	2.55322e-06	1.01771e-05	491299.0
