Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	5.35174e-06	2.13808e-05	233852.0	5.02503e-06	2.00447e-05	249439.0
1010	4.40681e-06	1.76032e-05	284036.0	3.69843e-06	1.48431e-05	336855.0
2010	5.0319e-06	2.01553e-05	248071.0	4.51009e-06	1.79764e-05	278140.0
3010	4.67159e-06	1.87318e-05	266924.0	4.40538e-06	1.77692e-05	281384.0
4010	4.47061e-06	1.78567e-05	280004.0	4.21801e-06	1.68132e-05	297383.0
5010	4.48854e-06	1.79373e-05	278746.0	4.30608e-06	1.71889e-05	290882.0
6010	4.45436e-06	1.77916e-05	281029.0	4.42865e-06	1.76518e-05	283254.0
7010	4.18913e-06	1.68109e-05	297424.0	4.16846e-06	1.66394e-05	300488.0
8010	4.39215e-06	1.75633e-05	284682.0	4.56539e-06	1.82209e-05	274408.0
9010	4.33021e-06	1.72975e-05	289056.0	4.39364e-06	1.75537e-05	284838.0
10010	4.81687e-06	1.92564e-05	259651.0	4.37872e-06	1.74618e-05	286337.0
