Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.25398e-06	9.01068e-06	554894.0	2.16529e-06	8.64443e-06	578405.0
1010	2.50127e-06	1.00077e-05	499611.0	2.55635e-06	1.02104e-05	489693.0
2010	2.58416e-06	1.03385e-05	483629.0	2.75349e-06	1.10145e-05	453946.0
3010	2.58207e-06	1.03222e-05	484390.0	2.44499e-06	9.75539e-06	512535.0
4010	2.48657e-06	9.93578e-06	503229.0	2.60426e-06	1.03932e-05	481080.0
5010	2.32998e-06	9.30712e-06	537220.0	2.27769e-06	9.19394e-06	543834.0
6010	2.30129e-06	9.19234e-06	543929.0	2.38705e-06	9.51455e-06	525509.0
7010	2.59243e-06	1.03852e-05	481454.0	2.36984e-06	9.50075e-06	526272.0
8010	2.57064e-06	1.02958e-05	485630.0	2.48056e-06	9.89193e-06	505460.0
9010	2.34731e-06	9.37746e-06	533191.0	2.42339e-06	9.65908e-06	517645.0
10010	2.55835e-06	1.02276e-05	488872.0	2.36561e-06	9.42865e-06	530296.0
