Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.14402e-06	8.58783e-06	582217.0	2.09464e-06	8.37582e-06	596954.0
1010	2.56721e-06	1.02579e-05	487429.0	2.50825e-06	1.00091e-05	499542.0
2010	2.20717e-06	8.82657e-06	566469.0	2.47607e-06	9.86893e-06	506638.0
3010	2.8674e-06	1.14588e-05	436342.0	3.03195e-06	1.20867e-05	413674.0
4010	2.46653e-06	9.85203e-06	507507.0	2.58341e-06	1.03111e-05	484913.0
5010	2.61617e-06	1.04709e-05	477511.0	2.34474e-06	9.37313e-06	533437.0
6010	2.45688e-06	9.81523e-06	509410.0	2.73361e-06	1.09156e-05	458056.0
7010	2.48762e-06	9.93705e-06	503165.0	2.66065e-06	1.0644e-05	469744.0
8010	2.58751e-06	1.03548e-05	482865.0	2.58053e-06	1.03195e-05	484518.0
9010	2.55415e-06	1.02018e-05	490108.0	2.42358e-06	9.73302e-06	513713.0
10010	2.59136e-06	1.0351e-05	483042.0	2.28833e-06	9.13071e-06	547600.0
