Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	4.13987e-06	1.65355e-05	302378.0	4.20717e-06	1.69122e-05	295641.0
1010	3.33006e-06	1.33079e-05	375713.0	2.9212e-06	1.16458e-05	429337.0
2010	3.35352e-06	1.34288e-05	372331.0	3.30444e-06	1.32619e-05	377017.0
3010	3.58787e-06	1.43448e-05	348556.0	3.25349e-06	1.2972e-05	385444.0
4010	3.57862e-06	1.42959e-05	349749.0	3.57311e-06	1.42621e-05	350578.0
5010	3.70189e-06	1.48046e-05	337729.0	3.5946e-06	1.43622e-05	348133.0
6010	3.40172e-06	1.36417e-05	366519.0	3.53538e-06	1.41678e-05	352910.0
7010	3.40267e-06	1.35909e-05	367889.0	3.56968e-06	1.42577e-05	350686.0
8010	3.13518e-06	1.25347e-05	398890.0	3.60613e-06	1.47483e-05	339020.0
9010	3.07427e-06	1.23463e-05	404976.0	3.13491e-06	1.25382e-05	398778.0
10010	3.52659e-06	1.40922e-05	354804.0	3.80851e-06	1.52606e-05	327638.0
