Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	4.0858e-06	1.63279e-05	306221.0	4.31367e-06	1.72798e-05	289353.0
1010	2.93801e-06	1.18106e-05	423346.0	3.51292e-06	1.41237e-05	354013.0
2010	3.26034e-06	1.30225e-05	383949.0	2.83034e-06	1.13078e-05	442171.0
3010	3.07896e-06	1.23038e-05	406376.0	3.05821e-06	1.21919e-05	410105.0
4010	3.41261e-06	1.3692e-05	365173.0	2.9568e-06	1.17871e-05	424189.0
5010	3.25073e-06	1.29842e-05	385082.0	2.94444e-06	1.17419e-05	425823.0
6010	3.09601e-06	1.23741e-05	404067.0	3.59621e-06	1.43361e-05	348768.0
7010	3.05968e-06	1.22216e-05	409109.0	3.36922e-06	1.36303e-05	366828.0
8010	3.20878e-06	1.28365e-05	389513.0	3.39759e-06	1.36076e-05	367439.0
9010	3.13518e-06	1.25241e-05	399227.0	3.01337e-06	1.20166e-05	416089.0
10010	3.00545e-06	1.20099e-05	416322.0	2.49496e-06	1.00931e-05	495385.0
