Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	4.63203e-06	1.85641e-05	269335.0	4.19398e-06	1.68338e-05	297020.0
1010	2.90581e-06	1.16068e-05	430779.0	2.96541e-06	1.18224e-05	422923.0
2010	3.12012e-06	1.24654e-05	401106.0	3.27116e-06	1.3068e-05	382611.0
3010	3.08198e-06	1.23142e-05	406034.0	3.13024e-06	1.2481e-05	400605.0
4010	2.90166e-06	1.16134e-05	430534.0	2.80128e-06	1.11715e-05	447566.0
5010	3.04043e-06	1.21522e-05	411444.0	2.72443e-06	1.08599e-05	460408.0
6010	2.73348e-06	1.09201e-05	457867.0	2.38904e-06	9.57507e-06	522187.0
7010	2.93489e-06	1.17227e-05	426521.0	3.04275e-06	1.21279e-05	412270.0
8010	3.0321e-06	1.21423e-05	411782.0	2.5422e-06	1.0164e-05	491930.0
9010	3.32043e-06	1.3263e-05	376986.0	2.95057e-06	1.1784e-05	424300.0
10010	3.06208e-06	1.22411e-05	408459.0	2.97058e-06	1.1846e-05	422082.0
