Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	1.29917e-05	5.19527e-05	96238.9	8.53665e-06	3.42134e-05	146139.0
1010	5.90027e-06	2.36345e-05	211553.0	4.5597e-06	1.81756e-05	275091.0
2010	5.41809e-06	2.16482e-05	230964.0	4.43678e-06	1.76967e-05	282535.0
3010	5.35491e-06	2.15701e-05	231799.0	5.94211e-06	2.3873e-05	209439.0
4010	5.467e-06	2.18461e-05	228872.0	4.95373e-06	2.00658e-05	249177.0
5010	5.97583e-06	2.38799e-05	209378.0	5.2841e-06	2.10716e-05	237284.0
6010	5.5449e-06	2.21538e-05	225692.0	5.02064e-06	2.00112e-05	249857.0
7010	4.9921e-06	1.99399e-05	250751.0	5.26546e-06	2.11243e-05	236692.0
8010	5.11202e-06	2.04264e-05	244779.0	5.45433e-06	2.19413e-05	227878.0
9010	5.02112e-06	2.00631e-05	249211.0	4.79081e-06	1.90979e-05	261806.0
10010	5.20412e-06	2.08059e-05	240314.0	4.97897e-06	1.98583e-05	251781.0
