Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.74731e-06	1.10163e-05	453870.0	2.34509e-06	9.53294e-06	524495.0
1010	2.85332e-06	1.14235e-05	437693.0	2.7199e-06	1.08481e-05	460906.0
2010	2.73818e-06	1.09579e-05	456287.0	3.01166e-06	1.20075e-05	416404.0
3010	2.33915e-06	9.356e-06	534414.0	2.40948e-06	9.60444e-06	520590.0
4010	2.62559e-06	1.049e-05	476644.0	2.70401e-06	1.0781e-05	463776.0
5010	2.74882e-06	1.09863e-05	455111.0	2.68303e-06	1.07728e-05	464128.0
6010	2.64517e-06	1.05964e-05	471856.0	2.91427e-06	1.16414e-05	429498.0
7010	2.24219e-06	8.95649e-06	558252.0	2.63224e-06	1.05042e-05	475997.0
8010	2.61017e-06	1.04317e-05	479307.0	2.71154e-06	1.08115e-05	462469.0
9010	2.5592e-06	1.02225e-05	489117.0	2.58138e-06	1.03207e-05	484460.0
10010	2.50215e-06	9.99728e-06	500134.0	2.7237e-06	1.09976e-05	454642.0
