Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	7.00986e-06	2.81257e-05	177771.0	6.64208e-06	2.64892e-05	188753.0
1010	5.41392e-06	2.16261e-05	231200.0	4.80183e-06	1.92567e-05	259647.0
2010	5.0234e-06	2.00892e-05	248887.0	5.41566e-06	2.16125e-05	231345.0
3010	4.89486e-06	1.96284e-05	254730.0	4.54503e-06	1.81769e-05	275072.0
4010	4.62915e-06	1.85185e-05	269998.0	5.13597e-06	2.06444e-05	242194.0
5010	5.56842e-06	2.23883e-05	223328.0	4.04907e-06	1.61666e-05	309277.0
6010	4.73665e-06	1.89195e-05	264276.0	4.9369e-06	2.0159e-05	248026.0
7010	5.23019e-06	2.09106e-05	239111.0	4.91994e-06	1.98904e-05	251375.0
8010	4.8667e-06	1.94493e-05	257076.0	4.63473e-06	1.86383e-05	268262.0
9010	4.87156e-06	1.94581e-05	256960.0	4.42977e-06	1.7959e-05	278409.0
10010	5.33724e-06	2.13182e-05	234539.0	4.40156e-06	1.75434e-05	285005.0
