Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000106362	0.000425623	11745.0	4.4916e-05	0.000179043	27923.7
1010	2.52433e-05	0.000100887	49558.1	2.23713e-05	8.91775e-05	56065.5
2010	2.38614e-05	9.56416e-05	52276.0	1.97404e-05	7.86795e-05	63546.4
3010	2.27013e-05	9.06794e-05	55136.8	1.84787e-05	7.3651e-05	67885.2
4010	2.76328e-05	0.000110474	45256.9	2.09298e-05	8.35447e-05	59845.7
5010	2.75727e-05	0.000110164	45384.6	1.98859e-05	7.93537e-05	63006.5
6010	2.62718e-05	0.000105074	47583.0	1.71595e-05	6.85968e-05	72887.2
7010	2.29453e-05	9.16572e-05	54548.6	1.81715e-05	7.26878e-05	68784.8
8010	2.88403e-05	0.000115235	43387.2	2.09808e-05	8.36302e-05	59784.5
9010	2.79539e-05	0.000111674	44770.9	2.10349e-05	8.46346e-05	59075.0
10010	2.38021e-05	9.5098e-05	52574.9	1.43516e-05	5.82781e-05	85793.1
