Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.32896e-06	9.36568e-06	533862.0	2.40287e-06	9.69135e-06	515921.0
1010	2.39597e-06	9.59119e-06	521309.0	2.47442e-06	9.88326e-06	505904.0
2010	2.18353e-06	8.7666e-06	570344.0	2.21639e-06	8.83984e-06	565619.0
3010	2.34366e-06	9.3965e-06	532110.0	2.25095e-06	8.97435e-06	557141.0
4010	2.45264e-06	9.80215e-06	510090.0	2.20006e-06	8.80224e-06	568035.0
5010	2.51472e-06	1.0106e-05	494751.0	2.3821e-06	9.53681e-06	524282.0
6010	2.32121e-06	9.27396e-06	539141.0	2.19415e-06	8.77479e-06	569812.0
7010	2.35828e-06	9.42105e-06	530724.0	2.52992e-06	1.00836e-05	495854.0
8010	2.48892e-06	9.96035e-06	501988.0	2.59075e-06	1.03579e-05	482720.0
9010	2.62723e-06	1.05004e-05	476172.0	2.25176e-06	9.0153e-06	554610.0
10010	2.31153e-06	9.291e-06	538153.0	2.49558e-06	9.94917e-06	502552.0
