Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	9.26819e-05	0.000370348	13498.3	3.66268e-05	0.000146392	34152.4
1010	8.69525e-06	3.47307e-05	143962.0	7.41088e-06	2.95441e-05	169236.0
2010	8.0427e-06	3.21428e-05	155554.0	6.53836e-06	2.61111e-05	191487.0
3010	8.35154e-06	3.3441e-05	149514.0	6.64095e-06	2.67466e-05	186937.0
4010	7.86768e-06	3.14251e-05	159106.0	7.83489e-06	3.1291e-05	159788.0
5010	7.25811e-06	2.89903e-05	172469.0	6.52091e-06	2.6344e-05	189794.0
6010	7.47602e-06	2.98675e-05	167404.0	5.77072e-06	2.30485e-05	216932.0
7010	7.90633e-06	3.16223e-05	158114.0	7.10968e-06	2.85261e-05	175275.0
8010	7.61116e-06	3.04055e-05	164441.0	6.66434e-06	2.73327e-05	182928.0
9010	7.96244e-06	3.20424e-05	156041.0	7.96451e-06	3.17443e-05	157506.0
10010	7.0751e-06	2.83028e-05	176658.0	6.69328e-06	2.67517e-05	186902.0
