Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	1.37504e-05	5.50515e-05	90821.6	8.94229e-06	3.56819e-05	140125.0
1010	8.66942e-06	3.47453e-05	143902.0	6.57144e-06	2.62265e-05	190645.0
2010	7.84166e-06	3.13212e-05	159634.0	5.88954e-06	2.36327e-05	211569.0
3010	7.52723e-06	3.0083e-05	166204.0	6.25722e-06	2.52643e-05	197905.0
4010	7.66892e-06	3.07298e-05	162706.0	7.55675e-06	3.01901e-05	165615.0
5010	8.49263e-06	3.39215e-05	147397.0	5.38984e-06	2.15005e-05	232550.0
6010	8.22905e-06	3.28912e-05	152014.0	6.93887e-06	2.76678e-05	180713.0
7010	8.32625e-06	3.32573e-05	150341.0	7.05955e-06	2.81526e-05	177601.0
8010	8.19674e-06	3.28134e-05	152374.0	6.57401e-06	2.63802e-05	189534.0
9010	7.86853e-06	3.14344e-05	159059.0	5.83248e-06	2.32474e-05	215075.0
10010	9.34823e-06	3.74885e-05	133372.0	7.10756e-06	2.85325e-05	175236.0
