Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	6.76142e-06	2.70146e-05	185082.0	6.02122e-06	2.43831e-05	205058.0
1010	5.14948e-06	2.07768e-05	240651.0	4.93107e-06	1.96539e-05	254400.0
2010	4.94647e-06	1.97578e-05	253063.0	4.88153e-06	1.95191e-05	256157.0
3010	5.78736e-06	2.31249e-05	216214.0	5.28808e-06	2.12803e-05	234957.0
4010	5.44552e-06	2.18394e-05	228942.0	5.86938e-06	2.35862e-05	211985.0
5010	5.33007e-06	2.13415e-05	234282.0	4.4619e-06	1.78087e-05	280759.0
6010	5.69968e-06	2.28248e-05	219057.0	5.00337e-06	2.00018e-05	249975.0
7010	6.09535e-06	2.43468e-05	205364.0	4.74519e-06	1.91543e-05	261035.0
8010	5.65807e-06	2.26129e-05	221110.0	4.15753e-06	1.66221e-05	300802.0
9010	5.55675e-06	2.22034e-05	225188.0	5.43907e-06	2.16876e-05	230544.0
10010	5.01772e-06	2.01785e-05	247786.0	4.99466e-06	2.00412e-05	249483.0
