Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	3.76893e-06	1.50549e-05	332116.0	3.76797e-06	1.50915e-05	331309.0
1010	3.29292e-06	1.31553e-05	380074.0	3.37059e-06	1.3533e-05	369465.0
2010	3.40481e-06	1.36464e-05	366395.0	3.4417e-06	1.38123e-05	361993.0
3010	3.38965e-06	1.35416e-05	369229.0	3.16906e-06	1.26771e-05	394411.0
4010	3.13386e-06	1.25303e-05	399029.0	3.23469e-06	1.28925e-05	387818.0
5010	3.22372e-06	1.28772e-05	388282.0	2.95097e-06	1.17661e-05	424948.0
6010	3.16786e-06	1.26531e-05	395157.0	3.16488e-06	1.26363e-05	395684.0
7010	3.22502e-06	1.28827e-05	388114.0	3.35264e-06	1.3429e-05	372325.0
8010	2.99487e-06	1.19701e-05	417704.0	3.44159e-06	1.38208e-05	361772.0
9010	3.11682e-06	1.24565e-05	401394.0	2.93507e-06	1.17112e-05	426939.0
10010	3.35979e-06	1.34197e-05	372583.0	3.2692e-06	1.30736e-05	382449.0
