Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	1.06001e-05	4.24343e-05	117827.0	8.38521e-06	3.35293e-05	149121.0
1010	5.08666e-06	2.03266e-05	245980.0	4.70371e-06	1.90758e-05	262109.0
2010	4.99598e-06	1.99573e-05	250532.0	5.14788e-06	2.06739e-05	241848.0
3010	4.89512e-06	1.95582e-05	255645.0	4.5078e-06	1.81496e-05	275485.0
4010	4.7749e-06	1.9077e-05	262093.0	4.75492e-06	1.89556e-05	263771.0
5010	5.7492e-06	2.29904e-05	217480.0	3.96113e-06	1.58066e-05	316320.0
6010	4.33141e-06	1.73018e-05	288985.0	4.05711e-06	1.62215e-05	308231.0
7010	4.8607e-06	1.94148e-05	257533.0	5.28239e-06	2.11201e-05	236739.0
8010	4.86639e-06	1.94738e-05	256752.0	5.01617e-06	2.00096e-05	249878.0
9010	5.02399e-06	2.00701e-05	249124.0	5.24768e-06	2.09619e-05	238525.0
10010	4.54364e-06	1.81615e-05	275305.0	5.07262e-06	2.02228e-05	247244.0
