Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.42934e-06	9.71036e-06	514912.0	2.74897e-06	1.111e-05	450042.0
1010	2.76186e-06	1.10318e-05	453234.0	2.57223e-06	1.03827e-05	481570.0
2010	2.5042e-06	1.00129e-05	499353.0	2.52457e-06	1.00769e-05	496183.0
3010	2.75904e-06	1.10214e-05	453660.0	2.66949e-06	1.07873e-05	463504.0
4010	2.6174e-06	1.04684e-05	477627.0	2.49818e-06	1.00964e-05	495222.0
5010	2.7537e-06	1.10111e-05	454084.0	2.30116e-06	9.24748e-06	540685.0
6010	2.852e-06	1.13932e-05	438857.0	2.69653e-06	1.08078e-05	462628.0
7010	2.72734e-06	1.09228e-05	457755.0	2.63794e-06	1.0528e-05	474922.0
8010	2.49946e-06	9.98497e-06	500750.0	2.60315e-06	1.04129e-05	480172.0
9010	2.52467e-06	1.01315e-05	493509.0	2.61705e-06	1.04312e-05	479330.0
10010	2.68407e-06	1.07274e-05	466094.0	2.6269e-06	1.05127e-05	475614.0
