Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2500	0.000306499	0.00122553	407.735	0.000276826	0.00110579	451.917
2501	2.36189e-07	9.44088e-07	529611.0	2.50835e-07	1.00158e-06	499209.0
2502	2.5122e-07	1.00437e-06	497824.0	2.23006e-07	8.90666e-07	561377.0
2503	2.70681e-07	1.08286e-06	461741.0	2.20727e-07	8.81446e-07	567249.0
2504	2.54898e-07	1.01885e-06	490749.0	2.92814e-07	1.16966e-06	427473.0
2505	2.42807e-07	9.71505e-07	514665.0	2.49175e-07	9.94928e-07	502549.0
2506	2.72973e-07	1.09224e-06	457777.0	2.47746e-07	9.89359e-07	505377.0
2507	2.70297e-07	1.08382e-06	461331.0	2.49195e-07	9.97369e-07	501319.0
2508	2.48029e-07	9.91609e-07	504231.0	2.44723e-07	9.77502e-07	511508.0
2509	2.56743e-07	1.02666e-06	487018.0	2.45927e-07	9.85112e-07	507556.0
2510	2.5151e-07	1.00594e-06	497049.0	2.32069e-07	9.34426e-07	535088.0
