Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2499	3.17659e-07	1.27323e-06	392701.0	3.64191e-07	1.45156e-06	344456.0
2500	3.03912e-07	1.21519e-06	411457.0	3.06198e-07	1.22107e-06	409476.0
2501	4.64124e-07	1.85431e-06	269643.0	4.79699e-07	1.91233e-06	261462.0
2502	3.95844e-07	1.58522e-06	315414.0	3.97383e-07	1.58633e-06	315192.0
2503	3.83686e-07	1.53258e-06	326246.0	3.76987e-07	1.50259e-06	332758.0
2504	3.28224e-07	1.31195e-06	381113.0	2.89805e-07	1.17599e-06	425174.0
2505	3.00441e-07	1.20705e-06	414235.0	2.48617e-07	1.01079e-06	494661.0
2506	5.70864e-07	2.30729e-06	216704.0	4.65775e-07	1.85648e-06	269326.0
2507	4.58306e-07	1.83099e-06	273076.0	4.71195e-07	1.87819e-06	266213.0
2508	3.48753e-07	1.39352e-06	358803.0	3.48501e-07	1.39305e-06	358926.0
2509	3.13636e-07	1.25323e-06	398967.0	3.72634e-07	1.48636e-06	336391.0
2510	3.10842e-07	1.24158e-06	402712.0	3.43631e-07	1.3703e-06	364885.0
