Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2500	0.00034696	0.00138854	359.841	0.00034016	0.00135905	367.654
2501	2.43934e-07	9.75157e-07	512738.0	2.55188e-07	1.01987e-06	490257.0
2502	2.44997e-07	9.79791e-07	510313.0	2.69474e-07	1.0762e-06	464598.0
2503	2.6443e-07	1.06128e-06	471130.0	2.52786e-07	1.00948e-06	495304.0
2504	2.51544e-07	1.00558e-06	497226.0	2.42437e-07	9.68085e-07	516483.0
2505	2.57068e-07	1.02775e-06	486498.0	2.78043e-07	1.11119e-06	449967.0
2506	2.4684e-07	9.87479e-07	506340.0	2.35562e-07	9.47566e-07	527668.0
2507	2.4918e-07	9.9662e-07	501696.0	2.72455e-07	1.09563e-06	456359.0
2508	2.54733e-07	1.01844e-06	490948.0	2.50359e-07	1.00087e-06	499567.0
2509	2.58404e-07	1.03295e-06	484052.0	2.24893e-07	9.00843e-07	555035.0
2510	2.39648e-07	9.58097e-07	521867.0	2.60431e-07	1.04077e-06	480413.0
