Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2500	0.000310837	0.0012427	402.099	0.000285409	0.00114015	438.289
2501	2.60353e-07	1.04079e-06	480402.0	2.51166e-07	1.00299e-06	498510.0
2502	2.36211e-07	9.44189e-07	529555.0	2.08436e-07	8.35879e-07	598173.0
2503	2.66112e-07	1.06399e-06	469929.0	2.48997e-07	9.94275e-07	502879.0
2504	2.52403e-07	1.00893e-06	495572.0	2.44018e-07	9.74343e-07	513166.0
2505	2.40926e-07	9.63322e-07	519037.0	2.55164e-07	1.02675e-06	486973.0
2506	2.63845e-07	1.05487e-06	473992.0	2.55541e-07	1.02124e-06	489602.0
2507	2.59081e-07	1.03688e-06	482214.0	2.08862e-07	8.34562e-07	599117.0
2508	2.50676e-07	1.00199e-06	499008.0	2.56845e-07	1.02747e-06	486632.0
2509	2.73863e-07	1.09516e-06	456553.0	2.60652e-07	1.04153e-06	480064.0
2510	2.43954e-07	9.75397e-07	512611.0	2.36238e-07	9.43487e-07	529949.0
