Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2499	3.08171e-07	1.23131e-06	406071.0	3.04775e-07	1.21901e-06	410170.0
2500	3.37629e-07	1.35081e-06	370147.0	3.28558e-07	1.31399e-06	380520.0
2501	3.36293e-07	1.34322e-06	372239.0	2.96107e-07	1.18689e-06	421270.0
2502	3.68986e-07	1.47584e-06	338789.0	3.54381e-07	1.42947e-06	349780.0
2503	3.69986e-07	1.47789e-06	338319.0	2.98819e-07	1.19128e-06	419715.0
2504	3.11062e-07	1.24457e-06	401745.0	3.11563e-07	1.24185e-06	402626.0
2505	3.25822e-07	1.30741e-06	382436.0	3.2847e-07	1.31446e-06	380383.0
2506	3.82543e-07	1.52945e-06	326916.0	3.46158e-07	1.38761e-06	360331.0
2507	3.32901e-07	1.33176e-06	375442.0	3.00813e-07	1.20562e-06	414722.0
2508	3.03897e-07	1.21394e-06	411880.0	3.06823e-07	1.22761e-06	407295.0
2509	3.46286e-07	1.38323e-06	361471.0	2.71101e-07	1.09176e-06	457975.0
2510	3.26923e-07	1.30836e-06	382158.0	2.87009e-07	1.15409e-06	433242.0
