Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2499	2.817e-07	1.12626e-06	443945.0	2.49431e-07	9.99323e-07	500338.0
2500	2.8222e-07	1.12792e-06	443295.0	3.00997e-07	1.21716e-06	410791.0
2501	2.86689e-07	1.14569e-06	436417.0	3.11201e-07	1.24042e-06	403088.0
2502	3.03246e-07	1.2113e-06	412780.0	2.74756e-07	1.09531e-06	456491.0
2503	2.79935e-07	1.11853e-06	447015.0	2.78473e-07	1.11999e-06	446434.0
2504	2.83975e-07	1.13425e-06	440818.0	2.53412e-07	1.01953e-06	490420.0
2505	2.69721e-07	1.09286e-06	457515.0	2.69361e-07	1.0736e-06	465722.0
2506	2.79214e-07	1.11551e-06	448227.0	3.39178e-07	1.35284e-06	369591.0
2507	2.81973e-07	1.12633e-06	443921.0	2.74479e-07	1.09426e-06	456929.0
2508	2.80003e-07	1.11934e-06	446692.0	2.43758e-07	9.79528e-07	510450.0
2509	2.70875e-07	1.08232e-06	461970.0	3.30851e-07	1.33191e-06	375401.0
2510	2.74331e-07	1.09574e-06	456312.0	2.56326e-07	1.02226e-06	489110.0
