Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2499	2.81021e-07	1.12955e-06	442653.0	2.70712e-07	1.07967e-06	463103.0
2500	2.90887e-07	1.16233e-06	430172.0	3.10631e-07	1.23819e-06	403816.0
2501	3.01211e-07	1.20312e-06	415587.0	3.01662e-07	1.20798e-06	413913.0
2502	2.76933e-07	1.10775e-06	451365.0	3.22011e-07	1.28777e-06	388267.0
2503	3.26647e-07	1.30695e-06	382571.0	2.65667e-07	1.05914e-06	472081.0
2504	2.88199e-07	1.15171e-06	434135.0	2.98103e-07	1.19045e-06	420009.0
2505	2.53559e-07	1.01325e-06	493464.0	2.41551e-07	9.62874e-07	519278.0
2506	2.76229e-07	1.10696e-06	451689.0	2.76514e-07	1.10214e-06	453664.0
2507	3.0075e-07	1.20126e-06	416231.0	2.93724e-07	1.171e-06	426984.0
2508	2.83167e-07	1.13102e-06	442077.0	3.44584e-07	1.37343e-06	364051.0
2509	2.91502e-07	1.16652e-06	428626.0	2.81827e-07	1.12458e-06	444609.0
2510	3.09939e-07	1.24226e-06	402490.0	2.8837e-07	1.15156e-06	434193.0
