Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2499	2.46715e-07	9.87799e-07	506175.0	2.71093e-07	1.08482e-06	460906.0
2500	2.60648e-07	1.0411e-06	480263.0	2.42264e-07	9.67441e-07	516827.0
2501	2.87625e-07	1.15194e-06	434049.0	3.29314e-07	1.31281e-06	380863.0
2502	2.63771e-07	1.05596e-06	473502.0	2.58844e-07	1.03322e-06	483922.0
2503	2.61435e-07	1.04488e-06	478524.0	2.73517e-07	1.09657e-06	455969.0
2504	2.6966e-07	1.07789e-06	463869.0	2.27946e-07	9.08603e-07	550295.0
2505	2.33567e-07	9.33558e-07	535585.0	2.26682e-07	9.0697e-07	551286.0
2506	2.63561e-07	1.05275e-06	474948.0	2.58516e-07	1.0341e-06	483512.0
2507	2.47782e-07	9.90032e-07	505034.0	2.82181e-07	1.1247e-06	444563.0
2508	2.61473e-07	1.04793e-06	477130.0	2.6709e-07	1.06622e-06	468948.0
2509	2.68821e-07	1.07382e-06	465625.0	2.37049e-07	9.74154e-07	513265.0
2510	2.71636e-07	1.08619e-06	460326.0	2.32704e-07	9.28577e-07	538458.0
