Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
2499	3.16332e-07	1.26387e-06	395611.0	3.05032e-07	1.21578e-06	411259.0
2500	2.95549e-07	1.18603e-06	421575.0	3.13768e-07	1.2563e-06	397993.0
2501	3.45832e-07	1.38225e-06	361729.0	3.00556e-07	1.19847e-06	417200.0
2502	3.50966e-07	1.40359e-06	356228.0	3.23283e-07	1.28999e-06	387599.0
2503	3.18694e-07	1.2732e-06	392711.0	3.18814e-07	1.27097e-06	393399.0
2504	2.89686e-07	1.15722e-06	432069.0	3.94478e-07	1.5841e-06	315637.0
2505	3.05996e-07	1.22227e-06	409074.0	3.12705e-07	1.24869e-06	400420.0
2506	3.43984e-07	1.37455e-06	363754.0	3.70284e-07	1.48818e-06	335980.0
2507	3.16877e-07	1.27213e-06	393042.0	3.11839e-07	1.25562e-06	398210.0
2508	3.00943e-07	1.21164e-06	412663.0	2.688e-07	1.0761e-06	464639.0
2509	3.16413e-07	1.26647e-06	394797.0	2.78126e-07	1.16249e-06	430111.0
2510	3.25106e-07	1.30565e-06	382951.0	2.73076e-07	1.11294e-06	449262.0
